CASEID,SNRLGSVC,SNRLGIMP,SNRLDCSN,SNRLFRND
11285,6-24,Strongly Agree,Strongly Agree,Strongly Agree
11286,0,Agree,Agree,Strongly Disagree
11287,1-2,Strongly Agree,Strongly Agree,Disagree
11288,0,Strongly Agree,Strongly Disagree,Agree
11289,1-2,Agree,Agree,Disagree
11290,99,99,99,99
11291,99,99,99,99
11292,99,99,99,99
11293,1-2,Agree,Agree,Disagree
11294,99,99,99,99
11295,99,99,99,99
11296,99,99,99,99
11297,0,Disagree,Strongly Disagree,Disagree
11298,99,99,99,99
11299,0,Disagree,Disagree,Strongly Disagree
11300,25-52,Strongly Agree,Strongly Agree,Agree
11301,0,Strongly Agree,Agree,Disagree
11302,25-52,Agree,Agree,Disagree
11303,99,99,99,99
11304,0,Strongly Agree,Agree,Disagree
11305,0,Strongly Disagree,Agree,Disagree
11306,0,Strongly Disagree,Agree,Strongly Disagree
11307,52+,Agree,Agree,Agree
11308,0,Disagree,Strongly Disagree,Strongly Disagree
11309,1-2,Agree,Disagree,Strongly Disagree
11310,0,Strongly Agree,Agree,Disagree
11311,0,Agree,Agree,Disagree
11312,0,Strongly Agree,Strongly Agree,Strongly Disagree
11313,3-5,Agree,Agree,Agree
11314,99,99,99,99
11315,99,99,99,99
11316,99,99,99,99
11317,6-24,Agree,Agree,Strongly Disagree
11318,0,Disagree,Disagree,Strongly Disagree
11319,1-2,Agree,99,99
11320,0,Agree,Agree,Agree
11321,1-2,Strongly Agree,Strongly Agree,Strongly Disagree
11322,99,99,99,99
11323,0,Agree,Agree,Strongly Disagree
11324,25-52,Strongly Agree,Strongly Agree,Agree
11325,99,99,99,99
11326,99,99,99,99
11327,99,99,99,99
11328,99,99,99,99
11329,99,99,99,99
11330,0,Agree,Agree,Disagree
11331,0,Disagree,Strongly Disagree,Strongly Agree
11332,52+,Strongly Agree,Strongly Agree,Agree
11333,6-24,Strongly Agree,Strongly Agree,Strongly Agree
11334,0,Strongly Agree,Disagree,Disagree
11335,0,Agree,Disagree,Strongly Disagree
11336,52+,Strongly Agree,Strongly Agree,Disagree
11337,99,99,99,99
11338,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
11339,6-24,Strongly Agree,Strongly Agree,Agree
11340,25-52,Strongly Agree,Strongly Agree,Disagree
11341,0,Agree,Agree,Disagree
11342,99,99,99,99
11343,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
11344,25-52,Strongly Agree,Agree,Disagree
11345,0,Agree,Agree,Agree
11346,0,Agree,Agree,Disagree
11347,3-5,Agree,Agree,Strongly Disagree
11348,99,99,99,99
11349,99,99,99,99
11350,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
11351,99,99,99,99
11352,99,99,99,99
11353,25-52,Strongly Agree,Strongly Agree,Disagree
11354,99,99,99,99
11355,99,99,99,99
11356,0,Disagree,Disagree,Strongly Disagree
11357,3-5,Disagree,Disagree,Strongly Disagree
11358,25-52,Agree,Agree,Disagree
11359,6-24,Strongly Agree,Agree,Disagree
11360,0,Strongly Agree,Strongly Disagree,Strongly Disagree
11361,99,99,99,99
11362,99,99,99,99
11363,1-2,Agree,Agree,Strongly Disagree
11364,3-5,Strongly Disagree,Strongly Disagree,Strongly Disagree
11365,25-52,Strongly Agree,Agree,Agree
11366,3-5,Agree,Agree,Disagree
11367,3-5,Agree,Disagree,Disagree
11368,3-5,Agree,Disagree,Disagree
11369,0,Disagree,Agree,Strongly Disagree
11370,99,99,99,99
11371,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
11372,25-52,Agree,Strongly Agree,Disagree
11373,0,Agree,Agree,Disagree
11374,99,99,99,99
11375,52+,Strongly Agree,Strongly Agree,Agree
11376,6-24,Agree,Agree,Disagree
11377,99,99,99,99
11378,25-52,Agree,Agree,Agree
11379,99,99,99,99
11380,52+,Strongly Disagree,Strongly Agree,Agree
11381,99,99,99,99
11382,0,Disagree,Strongly Disagree,Disagree
11383,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
11384,1-2,Agree,Agree,Disagree
11385,99,99,99,99
11386,99,99,99,99
11387,6-24,Strongly Agree,Strongly Agree,Strongly Agree
11388,99,99,99,99
11389,99,99,99,99
11390,52+,Strongly Agree,Agree,Strongly Disagree
11391,0,Agree,Agree,Disagree
11392,25-52,Agree,Disagree,Disagree
11393,0,Agree,Agree,Disagree
11394,99,99,99,99
11395,99,99,99,99
11396,99,99,99,99
11397,52+,Strongly Disagree,Strongly Agree,Strongly Agree
11398,99,99,99,99
11399,52+,Strongly Agree,Strongly Agree,Agree
11400,3-5,Agree,Agree,Disagree
11401,6-24,Agree,Agree,Disagree
11402,6-24,Strongly Agree,Strongly Agree,Strongly Agree
11403,25-52,Strongly Agree,Strongly Agree,Disagree
11404,52+,Strongly Agree,Strongly Agree,Agree
11405,6-24,Strongly Agree,Strongly Agree,Strongly Agree
11406,99,99,99,99
11407,52+,Strongly Agree,Strongly Agree,Agree
11408,99,99,99,99
11409,6-24,Strongly Agree,Strongly Agree,Disagree
11410,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
11411,99,99,99,99
11412,99,99,99,99
11413,52+,Strongly Agree,Strongly Agree,Strongly Disagree
11414,0,Strongly Agree,Strongly Agree,Strongly Disagree
11415,99,99,99,99
11416,25-52,Strongly Agree,Strongly Agree,Disagree
11417,0,Disagree,Disagree,Disagree
11418,0,Agree,Agree,Disagree
11419,99,99,99,99
11420,99,99,99,99
11421,25-52,Strongly Agree,Strongly Agree,Strongly Disagree
11422,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
11423,99,99,99,99
11424,1-2,Disagree,Disagree,Disagree
11425,6-24,Strongly Agree,Strongly Agree,Agree
11426,99,99,99,99
11427,0,Agree,Agree,Agree
11428,6-24,Agree,Agree,Disagree
11429,6-24,Strongly Agree,Strongly Agree,Disagree
11430,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
11431,25-52,Agree,Agree,Disagree
11432,0,Strongly Agree,Strongly Agree,Disagree
11433,99,99,99,99
11434,0,Agree,Agree,Agree
11435,3-5,Strongly Agree,Strongly Agree,Agree
11436,99,99,99,99
11437,99,99,99,99
11438,25-52,Strongly Agree,Strongly Agree,Disagree
11439,0,Agree,Strongly Disagree,Disagree
11440,99,99,99,99
11441,0,Agree,Agree,Agree
11442,25-52,Agree,Agree,Disagree
11443,99,99,99,99
11444,0,Agree,Agree,Disagree
11445,99,99,99,99
11446,0,Strongly Disagree,Disagree,Strongly Disagree
11447,25-52,Strongly Disagree,Strongly Disagree,Disagree
11448,99,99,99,99
11449,99,99,99,99
11450,3-5,Agree,Agree,Disagree
11451,0,Agree,Disagree,Disagree
11452,3-5,Agree,Disagree,Disagree
11453,0,Strongly Agree,Strongly Disagree,Strongly Disagree
11454,52+,Strongly Agree,Strongly Agree,Strongly Agree
11455,99,99,99,99
11456,99,99,99,99
11457,99,99,99,99
11458,3-5,Agree,Strongly Disagree,Disagree
11459,99,99,99,99
11460,25-52,Strongly Agree,Strongly Agree,Agree
11461,99,99,99,99
11462,0,Agree,Strongly Disagree,Agree
11463,99,99,99,99
11464,25-52,Strongly Agree,Strongly Agree,Strongly Agree
11465,99,99,99,99
11466,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
11467,1-2,Agree,Agree,Agree
11468,1-2,Strongly Agree,Strongly Agree,Agree
11469,1-2,Agree,Agree,Disagree
11470,99,99,99,99
11471,0,Agree,Agree,Disagree
11472,6-24,Strongly Agree,Strongly Agree,Disagree
11473,25-52,Strongly Agree,Agree,Disagree
11474,99,99,99,99
11475,99,99,99,99
11476,52+,Strongly Agree,Strongly Agree,Strongly Agree
11477,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
11478,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
11479,0,Agree,Agree,Strongly Disagree
11480,99,99,99,99
11481,0,Strongly Agree,Strongly Agree,Agree
11482,1-2,Agree,Agree,Disagree
11483,25-52,Strongly Agree,Strongly Disagree,Strongly Disagree
11484,0,Strongly Agree,Strongly Agree,Strongly Disagree
11485,52+,Strongly Agree,Strongly Agree,Agree
11486,6-24,Agree,Agree,Agree
11487,3-5,Disagree,Disagree,Strongly Disagree
11488,99,99,99,99
11489,0,Disagree,Strongly Disagree,Strongly Disagree
11490,0,Agree,Disagree,Strongly Disagree
11491,0,Strongly Agree,Strongly Agree,Agree
11492,0,Agree,Agree,99
11493,0,Agree,Agree,Strongly Disagree
11494,99,99,99,99
11495,1-2,Strongly Disagree,Agree,Disagree
11496,99,99,99,99
11497,6-24,Agree,Disagree,Strongly Disagree
11498,99,99,99,99
11499,6-24,Agree,Disagree,Disagree
11500,52+,Strongly Agree,Strongly Agree,Disagree
11501,6-24,Strongly Disagree,Agree,Disagree
11502,52+,Strongly Agree,Strongly Agree,Agree
11503,6-24,Disagree,Strongly Disagree,Strongly Disagree
11504,99,99,99,99
11505,3-5,Agree,Agree,Strongly Disagree
11506,1-2,Agree,Strongly Agree,Disagree
11507,99,99,99,99
11508,1-2,Strongly Agree,Strongly Agree,Strongly Agree
11509,0,Agree,Agree,Disagree
11510,0,Agree,Agree,Strongly Disagree
11511,99,99,99,99
11512,0,Agree,Agree,Disagree
11513,25-52,Strongly Disagree,Strongly Disagree,99
11514,0,Agree,Agree,Disagree
11515,0,Agree,Agree,Disagree
11516,1-2,Strongly Disagree,Agree,Disagree
11517,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
11518,52+,Strongly Agree,Strongly Agree,Disagree
11519,1-2,Strongly Agree,Strongly Agree,Disagree
11520,99,99,99,99
11521,1-2,Disagree,Disagree,Disagree
11522,0,Disagree,Strongly Disagree,Strongly Disagree
11523,99,99,99,99
11524,99,99,99,99
11525,99,99,99,99
11526,99,99,99,99
11527,6-24,Strongly Disagree,Agree,Disagree
11528,0,Agree,Agree,Strongly Disagree
11529,0,Agree,Agree,Disagree
11530,99,99,99,99
11531,52+,Strongly Agree,Strongly Agree,Strongly Agree
11532,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
11533,99,99,99,99
11534,1-2,Disagree,Disagree,Disagree
11535,99,99,99,99
11536,0,Agree,Agree,Strongly Disagree
11537,6-24,Agree,Agree,Disagree
11538,25-52,Disagree,Disagree,Strongly Disagree
11539,0,Strongly Agree,Agree,Disagree
11540,99,99,99,99
11541,1-2,Strongly Disagree,Strongly Disagree,Strongly Disagree
11542,99,99,99,99
11543,0,Agree,Agree,Agree
11544,99,99,99,99
11545,3-5,Agree,Agree,Agree
11546,99,99,99,99
11547,6-24,Strongly Disagree,Strongly Disagree,Strongly Disagree
11548,25-52,Agree,Agree,Disagree
11549,0,Disagree,Strongly Disagree,Strongly Disagree
11550,99,99,99,99
11551,99,99,99,99
11552,99,99,99,99
11553,0,Strongly Disagree,Strongly Agree,Agree
11554,25-52,Strongly Agree,Agree,Agree
11555,0,Agree,Strongly Disagree,Strongly Disagree
11556,99,99,99,99
11557,0,Agree,Disagree,Disagree
11558,0,Agree,Disagree,Strongly Disagree
11559,99,99,99,99
11560,52+,Strongly Agree,Strongly Agree,Agree
11561,3-5,Disagree,Disagree,Disagree
11562,99,99,99,99
11563,99,99,99,99
11564,0,Agree,Agree,Disagree
11565,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
11566,6-24,Agree,Agree,Disagree
11567,0,Disagree,Disagree,Disagree
11568,0,99,99,99
11569,52+,Agree,Agree,Agree
11570,0,Disagree,Disagree,Disagree
11571,99,99,99,99
11572,99,99,99,99
11573,0,Disagree,Strongly Disagree,Strongly Disagree
11574,0,Strongly Agree,Strongly Agree,Disagree
11575,0,Strongly Agree,Strongly Agree,Disagree
11576,0,Disagree,Disagree,Disagree
11577,99,99,99,99
11578,99,99,99,99
11579,99,99,99,99
11580,99,99,99,99
11581,99,99,99,99
11582,99,99,99,99
11583,25-52,Strongly Agree,Strongly Agree,Strongly Agree
11584,0,Disagree,Strongly Disagree,Strongly Disagree
11585,52+,Agree,Agree,Strongly Disagree
11586,0,Disagree,Disagree,Disagree
11587,99,99,99,99
11588,99,99,99,99
11589,3-5,Strongly Disagree,Strongly Disagree,Strongly Disagree
11590,6-24,Strongly Disagree,Strongly Disagree,Agree
11591,99,99,99,99
11592,0,Disagree,Disagree,Disagree
11593,6-24,Strongly Agree,Strongly Agree,Agree
11594,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
11595,1-2,Agree,Agree,Disagree
11596,0,Disagree,Disagree,Disagree
11597,52+,Strongly Agree,Agree,Agree
11598,3-5,Disagree,Strongly Disagree,Strongly Disagree
11599,52+,Strongly Agree,Strongly Agree,Agree
11600,6-24,Agree,Agree,Disagree
11601,99,99,99,99
11602,0,Disagree,Disagree,Strongly Disagree
11603,52+,Strongly Agree,Strongly Agree,Strongly Agree
11604,6-24,Disagree,Disagree,Strongly Disagree
11605,3-5,Strongly Disagree,Disagree,Strongly Disagree
11606,99,99,99,99
11607,6-24,Agree,Agree,Strongly Disagree
11608,0,Agree,Strongly Agree,Agree
11609,52+,Strongly Agree,Strongly Agree,Agree
11610,0,Strongly Agree,Agree,Disagree
11611,0,Disagree,Disagree,Disagree
11612,52+,Strongly Agree,Strongly Agree,Disagree
11613,99,99,99,99
11614,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
11615,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
11616,0,Disagree,Disagree,Strongly Disagree
11617,25-52,Strongly Agree,Agree,Disagree
11618,99,99,99,99
11619,99,99,99,99
11620,0,Agree,Agree,Disagree
11621,3-5,Disagree,Disagree,Strongly Disagree
11622,25-52,Strongly Agree,Agree,Disagree
11623,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
11624,99,99,99,99
11625,1-2,Disagree,Disagree,Disagree
11626,0,Strongly Agree,Strongly Agree,Strongly Disagree
11627,99,99,99,99
11628,99,99,99,99
11629,99,99,99,99
11630,99,99,99,99
11631,99,99,99,99
11632,25-52,Strongly Agree,Agree,Agree
11633,99,99,99,99
11634,6-24,Strongly Disagree,Strongly Disagree,Disagree
11635,0,Agree,Agree,Agree
11636,99,99,99,99
11637,1-2,Agree,Agree,Strongly Agree
11638,99,99,99,99
11639,0,Agree,Disagree,Disagree
11640,99,99,99,99
11641,0,Strongly Agree,Strongly Agree,Agree
11642,52+,Strongly Agree,Strongly Agree,Strongly Disagree
11643,0,Agree,Agree,Strongly Disagree
11644,0,99,99,99
11645,99,99,99,99
11646,6-24,Strongly Agree,Strongly Agree,Agree
11647,0,Agree,Agree,Disagree
11648,25-52,Agree,Agree,Disagree
11649,99,99,99,99
11650,0,Strongly Agree,Strongly Agree,Disagree
11651,99,99,99,99
11652,1-2,Agree,Agree,Disagree
11653,1-2,Strongly Disagree,Disagree,Strongly Disagree
11654,6-24,Strongly Agree,Strongly Agree,Agree
11655,3-5,Strongly Agree,Agree,Disagree
11656,0,Disagree,Disagree,Disagree
11657,99,99,99,99
11658,99,99,99,99
11659,0,Agree,Agree,Strongly Disagree
11660,6-24,Agree,Agree,Disagree
11661,52+,Strongly Agree,Strongly Agree,Agree
11662,3-5,Strongly Agree,Strongly Agree,Agree
11663,0,Strongly Agree,Strongly Agree,Disagree
11664,1-2,Strongly Agree,Strongly Agree,Disagree
11665,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
11666,99,99,99,99
11667,99,99,99,99
11668,0,Disagree,Strongly Agree,Disagree
11669,0,Agree,Agree,Strongly Disagree
11670,99,99,99,99
11671,0,Strongly Agree,Strongly Agree,Strongly Agree
11672,99,99,99,99
11673,0,Agree,Agree,Disagree
11674,25-52,Agree,Agree,Disagree
11675,99,99,99,99
11676,52+,Agree,Agree,Strongly Disagree
11677,99,99,99,99
11678,6-24,Strongly Agree,Strongly Agree,Disagree
11679,99,99,99,99
11680,1-2,Disagree,Disagree,Disagree
11681,6-24,Disagree,Strongly Disagree,Strongly Disagree
11682,99,99,99,99
11683,99,99,99,99
11684,52+,Strongly Agree,Agree,Agree
11685,1-2,Disagree,99,Strongly Disagree
11686,99,99,99,99
11687,6-24,Strongly Disagree,Agree,Disagree
11688,6-24,Agree,Agree,Agree
11689,99,99,99,99
11690,0,Disagree,Strongly Disagree,Disagree
11691,99,99,99,99
11692,25-52,Strongly Agree,Strongly Agree,Agree
11693,99,99,99,99
11694,25-52,Strongly Agree,Strongly Agree,Disagree
11695,99,99,99,99
11696,1-2,Disagree,Disagree,Disagree
11697,25-52,Strongly Agree,Strongly Agree,Disagree
11698,99,99,99,99
11699,1-2,Agree,Agree,Disagree
11700,3-5,Strongly Agree,Strongly Agree,Disagree
11701,6-24,Strongly Agree,Strongly Agree,Disagree
11702,25-52,Agree,Agree,Disagree
11703,99,99,99,99
11704,0,Strongly Agree,Agree,Strongly Disagree
11705,99,99,99,99
11706,99,99,99,99
11707,1-2,Disagree,Disagree,Disagree
11708,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
11709,99,99,99,99
11710,25-52,Agree,Agree,Disagree
11711,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
11712,99,99,99,99
11713,99,99,99,99
11714,3-5,Disagree,Disagree,Disagree
11715,25-52,Strongly Agree,Strongly Agree,Agree
11716,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
11717,99,99,99,99
11718,99,99,99,99
11719,99,99,99,99
11720,52+,Strongly Disagree,Strongly Agree,Agree
11721,99,99,99,99
11722,99,99,99,99
11723,99,99,99,99
11724,99,99,99,99
11725,0,Agree,Agree,Disagree
11726,99,99,99,99
11727,1-2,Agree,Agree,Disagree
11728,0,99,99,99
11729,6-24,Agree,Agree,Disagree
11730,0,Agree,Agree,Agree
11731,99,99,99,99
11732,0,Disagree,Strongly Disagree,Strongly Disagree
11733,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
11734,99,99,99,99
11735,99,99,99,99
11736,0,Strongly Agree,Strongly Agree,Agree
11737,99,99,99,99
11738,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
11739,6-24,Strongly Agree,Agree,Disagree
11740,0,Agree,Disagree,Disagree
11741,99,99,99,99
11742,0,Disagree,Disagree,Disagree
11743,6-24,Strongly Agree,Strongly Agree,Agree
11744,0,Strongly Disagree,Strongly Disagree,Agree
11745,99,99,99,99
11746,99,99,99,99
11747,1-2,Agree,Strongly Agree,Disagree
11748,1-2,Disagree,Disagree,Strongly Disagree
11749,52+,Strongly Agree,Agree,Disagree
11750,99,99,99,99
11751,99,99,99,99
11752,0,Strongly Disagree,Agree,Strongly Disagree
11753,52+,Strongly Agree,Strongly Agree,Strongly Agree
11754,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
11755,0,Agree,Agree,Agree
11756,1-2,Strongly Disagree,Strongly Disagree,Strongly Disagree
11757,0,Agree,Disagree,Strongly Disagree
11758,25-52,Strongly Agree,Strongly Agree,Agree
11759,0,Disagree,Disagree,Strongly Disagree
11760,99,99,99,99
11761,0,Disagree,Disagree,Disagree
11762,99,99,99,99
11763,1-2,Strongly Agree,Strongly Agree,Disagree
11764,99,99,99,99
11765,0,Disagree,Disagree,Disagree
11766,0,Agree,Strongly Disagree,Strongly Disagree
11767,52+,Strongly Agree,Strongly Agree,Agree
11768,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
11769,99,99,99,99
11770,0,Agree,Disagree,Disagree
11771,1-2,Disagree,Disagree,Strongly Disagree
11772,6-24,Agree,Agree,Disagree
11773,0,Agree,Agree,Agree
11774,25-52,Strongly Agree,Strongly Agree,Strongly Disagree
11775,99,99,99,99
11776,3-5,Strongly Agree,Strongly Agree,Disagree
11777,6-24,Agree,Disagree,Disagree
11778,99,99,99,99
11779,25-52,Strongly Agree,Strongly Agree,Disagree
11780,6-24,Strongly Agree,Strongly Agree,Strongly Agree
11781,99,99,99,99
11782,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
11783,6-24,Disagree,Disagree,Disagree
11784,0,Disagree,Disagree,Disagree
11785,99,99,99,99
11786,6-24,Strongly Agree,Agree,Agree
11787,3-5,Strongly Agree,Strongly Agree,Strongly Agree
11788,1-2,Agree,Agree,Disagree
11789,99,99,99,99
11790,25-52,Strongly Agree,Strongly Agree,Disagree
11791,99,99,99,99
11792,6-24,Strongly Agree,Agree,Disagree
11793,6-24,Strongly Agree,Strongly Agree,Strongly Disagree
11794,0,Agree,Agree,Strongly Disagree
11795,99,99,99,99
11796,99,99,99,99
11797,99,99,99,99
11798,99,99,99,99
11799,52+,Strongly Agree,Strongly Agree,Agree
11800,6-24,Agree,Disagree,Disagree
11801,52+,Strongly Agree,Strongly Agree,Agree
11802,0,Agree,Agree,Strongly Disagree
11803,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
11804,0,Agree,Agree,Agree
11805,99,99,99,99
11806,6-24,Disagree,Disagree,Disagree
11807,99,99,99,99
11808,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
11809,99,99,99,99
11810,0,Agree,Agree,Disagree
11811,99,99,99,99
11812,0,Agree,Disagree,Strongly Disagree
11813,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
11814,0,Agree,Agree,Disagree
11815,6-24,Strongly Agree,Strongly Disagree,Disagree
11816,25-52,Strongly Agree,Agree,Agree
11817,0,Agree,Agree,Agree
11818,99,99,99,99
11819,99,99,99,99
11820,99,99,99,99
11821,99,99,99,99
11822,25-52,Strongly Agree,Strongly Agree,Disagree
11823,25-52,Agree,Agree,Disagree
11824,99,99,99,99
11825,0,Agree,Agree,Disagree
11826,99,99,99,99
11827,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
11828,0,Disagree,Disagree,Disagree
11829,99,99,99,99
11830,0,Disagree,Disagree,Strongly Disagree
11831,52+,Strongly Agree,Strongly Agree,Agree
11832,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
11833,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
11834,99,99,99,99
11835,99,99,99,99
11836,99,99,99,99
11837,99,99,99,99
11838,99,99,99,99
11839,99,99,99,99
11840,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
11841,0,Disagree,Agree,Strongly Disagree
11842,52+,Strongly Disagree,Strongly Agree,Disagree
11843,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
11844,1-2,Strongly Disagree,Strongly Disagree,Strongly Disagree
11845,6-24,Agree,Agree,Disagree
11846,52+,Strongly Agree,Strongly Agree,Strongly Agree
11847,0,Disagree,Disagree,Disagree
11848,0,Disagree,Disagree,Disagree
11849,0,Disagree,Agree,Disagree
11850,0,Strongly Agree,Strongly Agree,Agree
11851,99,99,99,99
11852,0,Agree,Agree,Disagree
11853,99,99,99,99
11854,99,99,99,99
11855,99,99,99,99
11856,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
11857,3-5,Agree,Agree,Disagree
11858,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
11859,0,Strongly Disagree,Agree,Disagree
11860,3-5,Agree,Disagree,Disagree
11861,99,99,99,99
11862,0,Disagree,Disagree,Disagree
11863,52+,Strongly Agree,Strongly Agree,Disagree
11864,6-24,Strongly Agree,Agree,Disagree
11865,1-2,Disagree,Disagree,Strongly Disagree
11866,0,Disagree,Disagree,Disagree
11867,99,99,99,99
11868,99,99,99,99
11869,99,99,99,99
11870,0,Strongly Disagree,Strongly Agree,Agree
11871,0,Strongly Disagree,Strongly Disagree,Strongly Disagree
11872,52+,Strongly Agree,Strongly Agree,Strongly Agree
11873,99,99,99,99
11874,99,99,99,99
11875,99,99,99,99
11876,99,99,99,99
11877,0,Strongly Disagree,Strongly Disagree,Strongly Agree
11878,0,Disagree,Disagree,Strongly Disagree
11879,99,99,99,99
11880,99,99,99,99
11881,99,99,99,99
11882,99,99,99,99
11883,25-52,Strongly Agree,Strongly Agree,Agree
11884,99,99,99,99
11885,99,99,99,99
11886,6-24,Disagree,Disagree,Disagree
